key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id;;;;;;;;;;;;;;;;;;;;;;;;;;
"rayyan-496397661,Effect of Private Deliberation: Deception of Large Language Models in Game Play,2024,,,Entropy,,26,6,,""Poje, K. and Brcic, M. and Kovac, M. and Babac, M.B."",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197914861&doi=10.3390%2Fe26060524&partnerID=40&md5=bed656f4068bf35bc2b227e4386d66db,English,,,""Integrating large language model (LLM) agents within game theory demonstrates their ability to replicate human-like behaviors through strategic decision making. In this paper, we introduce an augmented LLM agent, called the private agent, which engages in private deliberation and employs deception in repeated games. Utilizing the partially observable stochastic game (POSG) framework and incorporating in-context learning (ICL) and chain-of-thought (CoT) prompting, we investigated the private agent’s proficiency in both competitive and cooperative scenarios. Our empirical analysis demonstrated that the private agent consistently achieved higher long-term payoffs than its baseline counterpart and performed similarly or better in various game settings. However, we also found inherent deficiencies of LLMs in certain algorithmic capabilities crucial for high-quality decision making in games. These findings highlight the potential for enhancing LLM agents’ performance in multi-player games using information-theoretic approaches of deception and communication with complex environments. © 2024 by the authors."",Export Date: 08 April 2026,10.3390/e26060524,decision making";game theory;generative agents;large language models;private deliberation,,;;;;;;;;;;;;;;;;;;;;;;
"rayyan-496397664,Exploring the Potential of Large Language Models (LLMs) to Simulate Social Group Dynamics: A Case Study Using the Board Game “Secret Hitler”,2025,,,Northeast Journal of Complex Systems,,7,2,,""Hansteen Izora, K. and Teuscher, C."",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009433015&doi=10.63562%2F2577-8439.1111&partnerID=40&md5=dea7894b318e3b48a33664471cd36fab,English,,,""This study explores the capacity of large language model (LLM)-powered agents to simulate human-like behavior in multiagent social systems. Using Secret Hitler—a hidden-role board game centered on trust, deception, and strategic communication—we evaluate how LLM agents navigate dynamic group interactions. Our findings show that agents exhibit human-like behaviors, including strategic tempo-ral adaptation, contextual reasoning, and complex social cognition such as theory of mind and implicit coordination. Notably, 85% of agent decisions factored in at least two other players’ mental states, highlighting their capacity for multi-agent mental state inference. However, they struggled with key aspects of human gameplay, including more nuanced strategic deception, emotional subtlety, and fluid conversational dynamics. These insights contribute to computational social science, agent-based modeling, and game theory, advancing our understanding of the potential of LLMs to simulate complex social interaction. © 2025, Binghamton University Libraries. All rights reserved."",Export Date: 08 April 2026,10.63562/2577-8439.1111,"""",,";;;;;;;;;;;;;;;;;;;;;;;;;;
"rayyan-496397706,PokerBench: Training Large Language Models to Become Professional Poker Players,2025,,,Proceedings of the AAAI Conference on Artificial Intelligence,,39,24,26175-26182,""Zhuang, R. and Gupta, A. and Yang, R. and Rahane, A. and Li, Z. and Anumanchipalli, G."",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004000992&doi=10.1609%2Faaai.v39i24.34814&partnerID=40&md5=0b643a41dc491db20ba03a1a6dddd650,English,,,""We introduce POKERBENCH - a benchmark for evaluating the poker-playing abilities of large language models (LLMs). As LLMs excel in traditional NLP tasks, their application to complex, strategic games like poker poses a new challenge. Poker, an incomplete information game, demands a multitude of skills such as mathematics, reasoning, planning, strategy, and a deep understanding of game theory and human psychology. This makes Poker the ideal next frontier for large language models. POKERBENCH consists of a comprehensive compilation of 11,000 most important scenarios, split between pre-flop and post-flop play, developed in collaboration with trained poker players. We evaluate prominent models including GPT-4, ChatGPT 3.5, and various Llama and Gemma series models, finding that all state-of-the-art LLMs underperform in playing optimal poker. However, after fine-tuning, these models show marked improvements. We validate POKERBENCH by having models with different scores compete with each other, demonstrating that higher scores on POKERBENCH lead to higher win rates in actual poker games. Through gameplay between our fine-tuned model and GPT-4, we also identify limitations of simple supervised fine-tuning for learning optimal playing strategy, suggesting the need for more advanced methodologies for effectively training language models to excel in games. POKERBENCH thus presents a unique benchmark for a quick and reliable evaluation of the poker-playing ability of LLMs as well as a comprehensive benchmark to study the progress of LLMs in complex game-playing scenarios. © 2025, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved."",""Export Date: 08 April 2026"; Conference name: 39th Annual AAAI Conference on Artificial Intelligence, AAAI 2025; Conference date: 25 February 2025 through 4 March 2025;" Conference code: 208400"",10.1609/aaai.v39i24.34814,Game theory";Excel;Fine tuning;Human psychology;Incomplete information games;Language model;Model finding;Planning strategies;Series model;State of the art;Strategic game;Supervised learning,,;;;;;;;;;;;;
"rayyan-496397708,Cooperate or Collapse: Emergence of Sustainable Cooperation in a Society of LLM Agents,2024,,,Advances in Neural Information Processing Systems,,37,,,""Piatti, G. and Jin, Z. and Kleiman-Weiner, M. and Schölkopf, B. and Sachan, M. and Mihalcea, R."",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000546795&partnerID=40&md5=690c01f2dfbe9087ace96c5f8886779b,English,,,""As AI systems pervade human life, ensuring that large language models (LLMs) make safe decisions remains a significant challenge. We introduce the GOVernance of the Commons SIMulation (GOVSIM), a generative simulation platform designed to study strategic interactions and cooperative decision-making in LLMs. In GOVSIM, a society of AI agents must collectively balance exploiting a common resource with sustaining it for future use. This environment enables the study of how ethical considerations, strategic planning, and negotiation skills impact cooperative outcomes. We develop an LLM-based agent architecture and test it with the leading open and closed LLMs. We find that all but the most powerful LLM agents fail to achieve a sustainable equilibrium in GOVSIM, with the highest survival rate below 54%. Ablations reveal that successful multi-agent communication between agents is critical for achieving cooperation in these cases. Furthermore, our analyses show that the failure to achieve sustainable cooperation in most LLMs stems from their inability to formulate and analyze hypotheses about the long-term effects of their actions on the equilibrium of the group. Finally, we show that agents that leverage “Universalization”-based reasoning, a theory of moral thinking, are able to achieve significantly better sustainability. Taken together, GOVSIM enables us to study the mechanisms that underlie sustainable self-government with specificity and scale. We open source the full suite of our research results, including the simulation environment, agent prompts, and a comprehensive web interface. © 2024 Neural information processing systems foundation. All rights reserved."",""Export Date: 08 April 2026"; Conference name: 38th Conference on Neural Information Processing Systems, NeurIPS 2024; Conference date: 9 December 2024 through 15 December 2024;" Conference code: 207061"",,Decision making";Information systems;Multi agent systems;Simulation platform;Sustainable development;AI systems;Common resources;Cooperative decision making;Ethical considerations;Human lives;Language model;Model agents;Model-based OPC;Simulation platform;Strategic interactions;Agents,,;;;;;;;;
"rayyan-496397709,Can LLMs Play Ô Ǎn Quan? A Study of Multi-Step Planning and Decision Making,2025,,,""2025 International Conference on Multimedia Analysis and Pattern Recognition, MAPR 2025 - Proceedings"",,,,,""Nguyen, S.Q. and Van Nguyen, K. and Nguyen, V.-T. and Ngo, T.D. and Nguyen, N.L.-T. and Le, D.-D."",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016108519&doi=10.1109%2FMAPR67746.2025.11133971&partnerID=40&md5=fc5aeb634d1fc6cee43332e31fce4441,English,,,""In this paper, we explore the ability of large language models (LLMs) to plan and make decisions through the lens of the traditional Vietnamese board game, Ô Ǎn Quan. This game, which involves a series of strategic token movements and captures, offers a unique environment for evaluating the decision-making and strategic capabilities of LLMs. Specifically, we develop various agent personas, ranging from aggressive to defensive, and employ the Ô Ǎn Quan game as a testbed for assessing LLM performance across different strategies. Through experimentation with models like Llama-3.2-3B-Instruct, Llama-3.1-8B-Instruct, and Llama-3.3-70B-Instruct, we aim to understand how these models execute strategic decision-making, plan moves, and manage dynamic game states. The results will offer insights into the strengths and weaknesses of LLMs in terms of reasoning and strategy, contributing to a deeper understanding of their general capabilities. © 2025 IEEE."",""Export Date: 08 April 2026"; Conference name: 8th International Conference on Multimedia Analysis and Pattern Recognition, MAPR 2025; Conference date: 14 August 2025 through 15 August 2025;" Conference code: 211763"",10.1109/MAPR67746.2025.11133971,Decision-Making";Game-Theoretic AI;Large Language Models;NLP Applications;Strategic Planning;Artificial intelligence;Behavioral research;Computational methods;Decision making;Decision theory;Game theory;Board games;Decisions makings;Game-theoretic;Game-theoretic AI;Language model;Large language model;Multisteps;NLP application;Through the lens;Vietnamese;Strategic planning,,;;
"rayyan-496397710,Measuring Bargaining Abilities of LLMs: A Benchmark and A Buyer-Enhancement Method,2024,,,Proceedings of the Annual Meeting of the Association for Computational Linguistics,,,,3579-3602,""Xia, T. and He, Z. and Ren, T. and Miao, Y. and Zhang, Z. and Yang, Y. and Wang, R."",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191274493&doi=10.18653%2Fv1%2F2024.findings-acl.213&partnerID=40&md5=3253f8146adf60d710397ac8b392ccfc,English,,,""Bargaining is an important and unique part of negotiation between humans. As LLM-driven agents learn to negotiate and act like real humans, how to evaluate agents' bargaining abilities remains an open problem. For the first time, we formally described the Bargaining task as an asymmetric incomplete information game, defining the gains of the Buyer and Seller in multiple bargaining processes. It allows us to quantitatively assess an agent's performance in the Bargain task. We collected a real product price dataset, AmazonHistoryPrice, and conducted evaluations of various LLM agents' bargaining abilities. We find that playing a Buyer is much harder than a Seller, and increasing model size can not effectively improve the Buyer's performance. To address the challenge, we propose a novel approach called OG-Narrator that integrates a deterministic Offer Generator to control the price range of Buyer's offers, and an LLM Narrator to create natural language sentences for generated offers. Experimental results show that OG-Narrator improves the buyer's deal rates from 26.67% to 88.88% and brings a ten times multiplication of profits on all baselines, even a model that has not been aligned. © 2024 Association for Computational Linguistics."",""Export Date: 08 April 2026"; Conference name: Findings of the 62nd Annual Meeting of the Association for Computational Linguistics, ACL 2024; Conference date: 11 August 2024 through 16 August 2024;" Conference code: 202475"",10.18653/v1/2024.findings-acl.213,Benchmarking";Costs;Natural language processing systems;Sales;Agent performance;Buyers and sellers;Deterministics;Incomplete information games;Learn+;Model size;Natural languages;Performance;Product price;Computational linguistics,,;;;;;;;;;;
"rayyan-496397711,EAI: Emotional Decision-Making of LLMs in Strategic Games and Ethical Dilemmas,2024,,,Advances in Neural Information Processing Systems,,37,,,""Mozikov, M. and Severin, N. and Bodishtianu, V. and Glushanina, M. and Nasonov, I. and Orekhov, D. and Pekhotin, V. and Makovetskiy, I. and Baklashkin, M. and Lavrentyev, V. and Tsvigun, A. and Turdakov, D. and Shavrina, T. and Savchenko, A. and Makarov, I."",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000496640&partnerID=40&md5=ef028d9a34903334c3d53e151c15a47a,English,,,""One of the urgent tasks of artificial intelligence is to assess the safety and alignment of large language models (LLMs) with human behavior. Conventional verification only in pure natural language processing benchmarks can be insufficient. Since emotions often influence human decisions, this paper examines LLM alignment in complex strategic and ethical environments, providing an in-depth analysis of the drawbacks of our psychology and the emotional impact on decision-making in humans and LLMs. We introduce the novel EAI framework for integrating emotion modeling into LLMs to examine the emotional impact on ethics and LLM-based decision-making in various strategic games, including bargaining and repeated games. Our experimental study with various LLMs demonstrated that emotions can significantly alter the ethical decision-making landscape of LLMs, highlighting the need for robust mechanisms to ensure consistent ethical standards. Our game-theoretic analysis revealed that LLMs are susceptible to emotional biases influenced by model size, alignment strategies, and primary pretraining language. Notably, these biases often diverge from typical human emotional responses, occasionally leading to unexpected drops in cooperation rates, even under positive emotional influence. Such behavior complicates the alignment of multiagent systems, emphasizing the need for benchmarks that can rigorously evaluate the degree of emotional alignment. Our framework provides a foundational basis for developing such benchmarks. © 2024 Neural information processing systems foundation. All rights reserved."",""Export Date: 08 April 2026"; Conference name: 38th Conference on Neural Information Processing Systems, NeurIPS 2024; Conference date: 9 December 2024 through 15 December 2024;" Conference code: 207061"",,Alignment";Behavioral research;Decision making;Ethical technology;Game theory;Decisions makings;Emotional decision making;Ethical dilemma;Human behaviors;Human decisions;In-depth analysis;Language model;Language processing;Natural languages;Strategic game;Natural language processing systems,,;;;;;;;;
"rayyan-496397714,Dynamic difficulty adjustment using a large language model: A case study in magic: The Gathering,2025,,,Entertainment Computing,,55,,,""Li, X. and Ye, Z. and Xia, Y. and Thawonmas, R."",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012098381&doi=10.1016%2Fj.entcom.2025.100997&partnerID=40&md5=a056d8a5c228484441b1439ebb7442d6,English,,,""This paper presents a framework called LLM-MTG-DDA, which uses a large language model (LLM) in the real-world card game Magic: The Gathering (MTG) to act as a player and implement a dynamic difficulty adjustment (DDA) mechanism. LLMs, as a highly useful technology, have been explored across various fields. However, research on using LLMs for DDA in games, particularly in complex turn-based games, is very limited. In this paper, GPT-4o acts as two players in a simplified version of MTG. One GPT-4o player plays as a regular player (LLM-Player), while the other GPT-4o player adjusts its strategy based on the current game state to balance the difficulty (LLM-DDA). Our LLM-MTG-DDA framework, with a suitable objectives for different players, demonstrates reasonable DDA, with the LLM-Player's win rate and the win rate per round (excluding draws) both approaching 50%. This framework provides insights for applying LLMs as DDA mechanisms in other similar games. © 2025"",Export Date: 08 April 2026,10.1016/j.entcom.2025.100997,Difficulty arc";Dynamic difficulty adjustment;Large language model;Magic;The Gathering;Game theory;Adjustment mechanisms;Card games;Case-studies;Difficulty arc;Dynamic difficulty adjustment;Language model;Large language model;Magic;Real-world;The gathering;Digital differential analyzers,,;;;;;;;;;;
"rayyan-496397716,Cooperation and Decision-Making of LLM Agents in Bayesian-Informed Infinitely Repeated Games,2025,,,""2025 59th Annual Conference on Information Sciences and Systems, CISS 2025"",,,,,""Pan, D. and Chen, W. and Shi, J. and Wu, C. and Wang, D. and Hong, C.S. and Han, Z."",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002713549&doi=10.1109%2FCISS64860.2025.10944679&partnerID=40&md5=04b31059a0fd920333ca3cdccb5f2f67,English,,,""The rapid development of large language models (LLMs) has significantly increased their engagement frequency in our daily lives. Due to the large amount usage of LLM agents, users are beginning to consider whether agents can serve as reliable and cooperative assistants for their benefit. To this end, game theory, as an effective tool in the study of strategic interactions, has gathered attention and has been employed in the research field of LLMs, particularly in exploring their interactions with users. Most previous studies focused on the performance of LLMs in static games or finitely repeated games, but these studies are relatively simplistic and fail to fully capture the characteristics of User-LLM interactions. To address the issues, our research proposes a novel approach using infinitely repeated games to analyze LLMs' behavioral traits. Bayesian inference is incorporated by providing probabilistic information to assist LLMs in their decision-making process, using the beta distribution as both the prior and posterior for consistency. We conduct a case study over the trending LLMs: GPT3, GPT4 and Llama3. Experimental results demonstrate that LLMs outperform the mixed Nash equilibrium in infinitely repeated games, indicating their capability for cooperation in repeated interactions. The integration of Bayesian inference shows that LLMs can effectively process probabilistic information and improve their performance by an average of 5.26%. Our findings suggest that LLM agents have the preference to consider future payoffs rather than only caring about single-stage rewards, as well as the ability to build and maintain long-term cooperative relationships with users. © 2025 IEEE."",""Export Date: 08 April 2026"; Conference name: 59th Annual Conference on Information Sciences and Systems, CISS 2025; Conference date: 19 March 2025 through 21 March 2025;" Conference code: 208075"",10.1109/CISS64860.2025.10944679,bayesian inference";infinitely repeated games;large language model;Decision theory;Hierarchical systems;Inference engines;Markov processes;Nash equilibrium;Natural language processing systems;Bayesian;Bayesian inference;Decisions makings;Infinitely repeated game;Language model;Large language model;Model agents;Performance;Probabilistic information;Repeated games;Decision making,,;;;;
"rayyan-496397718,How Personality Traits Influence Negotiation Outcomes? A Simulation based on Large Language Models,2024,,,""EMNLP 2024 - 2024 Conference on Empirical Methods in Natural Language Processing, Findings of EMNLP 2024"",,,,10336-10351,""Huang, Y.J. and Hadfi, R."",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217621356&doi=10.18653%2Fv1%2F2024.findings-emnlp.605&partnerID=40&md5=7c67d13b99d048c1ae60dc54b86c3b22,English,,,""Psychological evidence reveals the influence of personality traits on decision-making. For instance, agreeableness is generally associated with positive outcomes in negotiations, whereas neuroticism is often linked to less favorable outcomes. This paper introduces a simulation framework centered on large language model (LLM) agents endowed with synthesized personality traits. The agents negotiate within bargaining domains and possess customizable personalities and objectives. The experimental results show that the behavioral tendencies of LLM-based simulations can reproduce behavioral patterns observed in human negotiations. The contribution is twofold. First, we propose a simulation methodology that investigates the alignment between the linguistic and economic capabilities of LLM agents. Secondly, we offer empirical insights into the strategic impacts of Big Five personality traits on the outcomes of bilateral negotiations. We also provide an in-depth analysis based on simulated bargaining dialogues to reveal intriguing behaviors, including deceitful and compromising behaviors. © 2024 Association for Computational Linguistics."",""Export Date: 08 April 2026"; Conference name: 2024 Findings of the Association for Computational Linguistics, EMNLP 2024; Conference date: 12 November 2024 through 16 November 2024;" Conference code: 205885"",10.18653/v1/2024.findings-emnlp.605,Computer simulation languages";Decision making;Digital elevation model;Behavioral patterns;Customizable;Decisions makings;Language model;Model agents;Model-based simulations;Negotiation outcomes;Personality traits;Simulation framework;Synthesised;Computational linguistics,,;;;;;;;;;;
"rayyan-496397721,FishBargain: An LLM-Empowered Bargaining Agent for Online Fleamarket Platform Sellers,2025,,,WWW Companion 2025 - Companion Proceedings of the ACM Web Conference 2025,,,,2855-2858,""Kong, D. and Yan, X. and Chen, M. and Han, S. and Chen, J. and Huang, F."",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009231660&doi=10.1145%2F3701716.3715176&partnerID=40&md5=cbbbee1f455104e2f3e4863f03c06a37,English,,,""Different from traditional Business-to-Consumer e-commerce platforms (e.g., Amazon), online fleamarket platforms (e.g., Craigslist) mainly focus on individual sellers who are lack of time investment and business proficiency. Individual sellers often struggle with the bargaining process and thus the deal is unaccomplished. Recent advancements in Large Language Models(LLMs) demonstrate huge potential in various dialogue tasks, but those tasks are mainly in the form of passively following user's instruction. Bargaining, as a form of proactive dialogue task, represents a distinct art of dialogue considering the dynamism of environment and uncertainty of adversary strategies. In this paper, we propose an LLM-empowered bargaining agent designed for online fleamarket platform sellers, named as FishBargain. Specifically, FishBargain understands the chat context and product information, chooses both action and language skill considering possible adversary actions and generates utterances. FishBargain has been tested by thousands of individual sellers on one of the largest online fleamarket platforms (Xianyu) in China. Both qualitative and quantitative experiments demonstrate that FishBargain can effectively help sellers make more deals. © 2025 Copyright held by the owner/author(s). Publication rights licensed to ACM."",""Export Date: 08 April 2026"; Conference name: 34th ACM Web Conference, WWW Companion 2025; Conference date: 28 April 2025 through 2 May 2025;" Conference code: 209280"",10.1145/3701716.3715176,Bargaining";Large Language Model;Proactive Dialogue;Electronic commerce;Investments;Bargaining;Business to consumer E commerces;Commerce platforms;Context information;Language model;Large language model;Proactive dialog;Product information;Qualitative experiments;Uncertainty;Computational linguistics,,;;;;;;;;
"rayyan-496397722,Can Large Language Models Serve as Rational Players in Game Theory? A Systematic Analysis,2024,,,Proceedings of the AAAI Conference on Artificial Intelligence,,38,16,17960-17967,""Fan, C. and Chen, J. and Jin, Y. and He, H."",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180300663&doi=10.1609%2Faaai.v38i16.29751&partnerID=40&md5=28297e69476e834b806fcd7ac1ce9862,English,,,""Game theory, as an analytical tool, is frequently utilized to analyze human behavior in social science research. With the high alignment between the behavior of Large Language Models (LLMs) and humans, a promising research direction is to employ LLMs as substitutes for humans in game experiments, enabling social science research. However, despite numerous empirical researches on the combination of LLMs and game theory, the capability boundaries of LLMs in game theory remain unclear. In this research, we endeavor to systematically analyze LLMs in the context of game theory. Specifically, rationality, as the fundamental principle of game theory, serves as the metric for evaluating players’ behavior — building a clear desire, refining belief about uncertainty, and taking optimal actions. Accordingly, we select three classical games (dictator game, Rock-Paper-Scissors, and ring-network game) to analyze to what extent LLMs can achieve rationality in these three aspects. The experimental results indicate that even the current state-of-the-art LLM (GPT-4) exhibits substantial disparities compared to humans in game theory. For instance, LLMs struggle to build desires based on uncommon preferences, fail to refine belief from many simple patterns, and may overlook or modify refined belief when taking actions. Therefore, we consider that introducing LLMs into game experiments in the field of social science should be approached with greater caution. Copyright © 2024, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved."",""Export Date: 08 April 2026"; Conference name: 38th AAAI Conference on Artificial Intelligence, AAAI 2024; Conference date: 20 February 2024 through 27 February 2024;" Conference code: 198370"",10.1609/aaai.v38i16.29751,Behavioral research";Computational linguistics;Computer games;Analytical tool;Empirical research;Fundamental principles;Human behaviors;Language games;Language model;Player behavior;Rational players;Social science research;Systematic analysis;Game theory,,;;;;;;;;;;
"rayyan-496397725,CollabPersona: A Framework for Collaborative Decision Analysis in Persona Driven LLM-Based Multi-Agent Systems,2025,,,""IEEE International Workshop on Machine Learning for Signal Processing, MLSP"",,,,,""Tamer, O.A. and Gümüş, A."",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022136570&doi=10.1109%2FMLSP62443.2025.11204223&partnerID=40&md5=e718990add4372718d5a0a6418a0822b,English,,,""Large Language Model (LLM) agents have recently demonstrated impressive capabilities in single agent and adversarial settings, but their ability to collaborate effectively with minimal communication remains uncertain. We introduce CollabPersona, a simulation framework that combines persona-grounded memory with one-shot feedback to study team-based reasoning among LLM agents. In a multi-round variant of the Guess 0.8 of the Average game, agents reason entirely through structured prompts without fine-tuning. Our results show that minimal feedback significantly improves intra-team coordination and stabilizes strategic behavior, while cognitive style remains a primary driver of competitive outcomes. These findings suggest that lightweight scaffolding can elicit emergent collaboration in LLM agents and provide a flexible platform for studying cooperative intelligence.  © 2025 IEEE."",""Export Date: 08 April 2026"; Conference name: 35th IEEE International Workshop on Machine Learning for Signal Processing, MLSP 2025; Conference date: 31 August 2025 through 3 September 2025;" Conference code: 214260"",10.1109/MLSP62443.2025.11204223,Collaborative Reasoning";Game Theory;Large Language Models;Multi-Agent Systems;Persona-Based Agents;Behavioral research;Computational methods;Decision theory;Distributed computer systems;Feedback;Human resource management;Intelligent agents;Multi agent systems;Collaborative decisions;Collaborative reasonings;Language model;Large language model;Model agents;Model-based OPC;Multiagent systems (MASs);Persona-based agent;Simulation framework;Single-agent;Game theory,,
"rayyan-496397729,Will Systems of LLM Agents Lead to Cooperation: An Investigation into a Social Dilemma Extended Abstract,2025,,,""Proceedings of the International Joint Conference on Autonomous Agents and Multiagent Systems, AAMAS"",,,,2786-2788,""Willis, R. and Du, Y. and Leibo, J.Z."",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009775821&partnerID=40&md5=682eb9e667aca28e38c31369adcfb8f3,English,,,""This study investigates the emergent cooperative tendencies of systems of Large Language Model (LLM) agents in a social dilemma. Unlike previous research, where LLMs output individual actions, we prompt state-of-the-art LLMs to generate complete strategies for iterated Prisoner's Dilemma. Our findings reveal that LLMs exhibit biases when prompted to display certain behavioural dispositions, and the format of the prompt affects the relative success of aggressive versus cooperative strategies. © 2025 International Foundation for Autonomous Agents and Multiagent Systems (www.ifaamas.org)."",""Export Date: 08 April 2026"; Conference name: 24th International Conference on Autonomous Agents and Multiagent Systems, AAMAS 2025; Conference date: 19 May 2025 through 23 May 2025;" Conference code: 209812"",,Emergent Behaviour";Game Theory;Multiagent System;Autonomous agents;Behavioral research;Multi agent systems;Cooperative strategy;Emergent behaviours;Extended abstracts;Iterated prisoner dilemmas;Language model;Model agents;Multi agent;Social dilemmas;State of the art;Game theory,,;;;;;;;;
"rayyan-496397733,Evolving Strategies: LLMs as Game Players,2025,,,""4th International Conference on Sentiment Analysis and Deep Learning, ICSADL 2025 - Proceedings"",,,,1009-1014,""Avinash, A. and Jain, K."",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002456135&doi=10.1109%2FICSADL65848.2025.10933026&partnerID=40&md5=4260e1d88d9dae108927fe13664b4a04,English,,,""Game-theoretic strategies in cybersecurity systems rely on predefined algorithms, but they often overlook two flaws: changing rewards over time and the ability of a rational player to induce losses. This paper explores the use of large language models (LLMs) as rational players, aiming to identify adaptive strategies that evolve over time.  © 2025 IEEE."",""Export Date: 08 April 2026"; Conference name: 4th International Conference on Sentiment Analysis and Deep Learning, ICSADL 2025; Conference date: 18 February 2025 through 20 February 2025;" Conference code: 207922"",10.1109/ICSADL65848.2025.10933026,Game Theory";LLMs as Players;Two Player Tournament;Adaptive strategy;Cyber security;Game players;Game-theoretic;Language model;Large language model as player;Rational players;Two player tournament,,;;;;;;;;;;;;;
"rayyan-496397736,ALYMPICS: LLM Agents Meet Game Theory,2025,,,""Proceedings - International Conference on Computational Linguistics, COLING"",,,,2845-2866,""Mao, S. and Cai, Y. and Xia, Y. and Wu, W. and Wang, X. and Wang, F. and Guan, Q. and Ge, T. and Wei, F."",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218497118&partnerID=40&md5=8793af2916b5f431d34daef94e3455c7,English,,,""Game theory is a branch of mathematics that studies strategic interactions among rational agents. We propose Alympics (Olympics for Agents), a systematic framework utilizing Large Language Model (LLM) agents for empirical game theory research. Alympics creates a versatile platform for studying complex game theory problems, bridging the gap between theoretical game theory and empirical investigations by providing a controlled environment for simulating human-like strategic interactions with LLM agents. In our pilot case study, the “Water Allocation Challenge”, we explore Alympics through a challenging strategic game focused on the multi-round auction of scarce survival resources. This study demonstrates the framework's ability to qualitatively and quantitatively analyze game determinants, strategies, and outcomes. Additionally, we conduct a comprehensive human assessment and an in-depth evaluation of LLM agents in rational strategic decision-making scenarios. Our findings highlight LLM agents' potential to advance game theory knowledge and expand the understanding of their proficiency in emulating human strategic behavior. Codes, prompts, and all related resources are available at ALYMPICS. © 2025 Association for Computational Linguistics."",""Export Date: 08 April 2026"; Conference name: 31st International Conference on Computational Linguistics, COLING 2025; Conference date: 19 January 2025 through 24 January 2025;" Conference code: 206484"",,Computational linguistics";Decision making;Case-studies;Controlled environment;Empirical investigation;Human like;Language model;Model agents;Olympics;Rational agents;Strategic interactions;Systematic framework;Game theory,,;;;;;;;;;;;
"rayyan-496397737,Dynamic Personality in LLM Agents: A Framework for Evolutionary Modeling and Behavioral Analysis in the Prisoner's Dilemma,2025,,,Proceedings of the Annual Meeting of the Association for Computational Linguistics,,,,23087-23100,""Zeng, W. and Wang, B. and Zhao, D. and Qu, Z. and He, R. and Hou, Y. and Hu, Q."",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028597182&doi=10.18653%2Fv1%2F2025.findings-acl.1185&partnerID=40&md5=ff1f98a689481eef61181608cb4a7c3f,English,,,""Using Large Language Model agents to simulate human game behaviors offers valuable insights for human social psychology in anthropomorphic AI research. While current models rely on static personality traits, real-world evidence shows personality evolves through environmental feedback. Recent work introduced dynamic personality traits but lacked natural selection processes and direct psychological metrics, failing to accurately capture authentic dynamic personality variations. To address these limitations, we propose an enhanced framework within the Prisoner's Dilemma, a socially significant scenario. By using game payoffs as environmental feedback, we drive adaptive personality evolution and analyze correlations between personality metrics and behavior. Our framework reveals new behavioral patterns of agents and evaluates personality-behavior relationships, advancing agent-based social simulations and human-AI symbiosis research. © 2025 Association for Computational Linguistics."",""Export Date: 08 April 2026"; Conference name: 63rd Annual Meeting of the Association for Computational Linguistics, ACL 2025; Conference date: 27 July 2025 through 1 August 2025;" Conference code: 216594"",10.18653/v1/2025.findings-acl.1185,Agents";Computational linguistics;Feedback;Social behavior;Social psychology;Behavioral analysis;Current modeling;Evolutionary models;Language model;Model agents;Modeling analyzes;Personality traits;Prisoners' Dilemma;Real-world;Social psychology;Autonomous agents,,;;;;;;;;
