key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-496397688,COMPETING LARGE LANGUAGE MODELS IN MULTI-AGENT GAMING ENVIRONMENTS,2025,,,"13th International Conference on Learning Representations, ICLR 2025",,,,28932-28974,"Huang, J.-T. and Li, E.J. and Lam, M.H. and Liang, T. and Wang, W. and Yuan, Y. and Jiao, W. and Wang, X. and Tu, Z. and Lyu, M.R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010183122&partnerID=40&md5=1b05c20172f0e36f4aecaede0d7d7ba3,English,,,,"Export Date: 08 April 2026; Conference name: 13th International Conference on Learning Representations, ICLR 2025; Conference date: 24 April 2025 through 28 April 2025; Conference code: 209472",,"",,
rayyan-496397689,Learning Strategic Language Agents in the Werewolf Game with Iterative Latent Space Policy Optimization,2025,,,Proceedings of Machine Learning Research,,267,,69217-69239,"Xu, Z. and Gu, W. and Yu, C. and Wu, Y. and Wang, Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023638981&partnerID=40&md5=75dd8d3ac181978325953850147305fa,English,,,,"Export Date: 08 April 2026; Conference name: 42nd International Conference on Machine Learning, ICML 2025; Conference date: 13 July 2025 through 19 July 2025; Conference code: 340759",,Abstracting;Decision making;Game theory;Iterative methods;Decisions makings;Freeforms;Game-theoretic;Language games;Language model;Model agents;Multisteps;Policy optimization;Space policy;Strategy space;Optimization,,
rayyan-496397690,LLM-Driven Social Influence for Cooperative Behavior in Multi-Agent Systems,2025,,,IEEE Access,,13,,44330-44342,"De Curto, J. and De Zarza, I.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001074744&doi=10.1109%2FACCESS.2025.3548451&partnerID=40&md5=5987142037d11f9af48716bcee63933b,English,,,,Export Date: 08 April 2026,10.1109/ACCESS.2025.3548451,game theory;large language models;Multi-agent systems;NASH equilibrium;rural repopulation;social influence;Decision theory;Economic and social effects;Intelligent agents;Normal distribution;Social behavior;Social psychology;System theory;Co-operative behaviors;Language model;Large language model;Model-driven;Multiagent systems (MASs);NASH equilibrium;Policy intervention;Repopulation;Rural repopulation;Social influence;Nash equilibrium,,
rayyan-496397691,The Illusion of Randomness: How LLMs Fail to Emulate Stochastic Decision-Making in Rock-Paper-Scissors Games?,2025,,,"EMNLP 2025 - 2025 Conference on Empirical Methods in Natural Language Processing, Findings of EMNLP 2025",,,,8618-8637,"Guo, Z. and Lv, H. and Zhang, C. and Zhao, Y. and Zhang, Y. and Cui, L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028952933&doi=10.18653%2Fv1%2F2025.findings-emnlp.458&partnerID=40&md5=2d09f869796c364ba33c2f7a8a550e60,English,,,,"Export Date: 08 April 2026; Conference name: 30th Conference on Empirical Methods in Natural Language Processing, EMNLP 2025; Conference date: 4 November 2025 through 9 November 2025; Conference code: 216600",10.18653/v1/2025.findings-emnlp.458,Behavioral research;Computational linguistics;Decision making;Decision theory;Nash equilibrium;Probability distributions;Semantics;Tools;Comprehensive evaluation;Decisions makings;Equal probability;Intrinsic bias;Language model;Nash equilibria;Probability: distributions;Stochastics;Strategic choice;Uniform distribution;Stochastic systems,,
rayyan-496397692,Multi-Step Adaptive Attack Agent: A Dynamic Approach for Jailbreaking Large Language Models,2025,,,"Proceedings - International Conference on Tools with Artificial Intelligence, ICTAI",,,,139-148,"Jing, H. and Wei, J. and Wei, W. and Tan, Y. and Zheng, B. and Yao, Q.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031903239&doi=10.1109%2FICTAI66417.2025.00026&partnerID=40&md5=dd1e64c852d32ceaeb391f70b73a6f0b,English,,,,"Export Date: 08 April 2026; Conference name: 37th IEEE International Conference on Tools with Artificial Intelligence, ICTAI 2025; Conference date: 3 November 2025 through 5 November 2025; Conference code: 218234",10.1109/ICTAI66417.2025.00026,adaptive;jailbreak attack;large language model;multistep;Game theory;Intelligent agents;Network security;Open source software;Open systems;Adaptive;Attack agent;Dynamic approaches;Jailbreak attack;Language model;Large language model;Multisteps;Safety measures;Strategy space;Text generations;Iterative methods,,
rayyan-496397693,HL-EAI: A Multimodal Framework Enabling Emotional Reciprocity in Human-AI Strategic Decision-Making,2025,,,"MM 2025 - Proceedings of the 33rd ACM International Conference on Multimedia, Co-Located with MM 2025",,,,13501-13503,"Mozikov, M. and Orekhov, D. and Nasonov, I. and Baltsat, K. and Pedashenko, V. and Abramov, D. and Severin, N. and Maximov, Y. and Savchenko, A. and Makarov, I.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024076031&doi=10.1145%2F3746027.3754468&partnerID=40&md5=db6c324ac50cc5306f7b3226f7da5fd9,English,,,,"Export Date: 08 April 2026; Conference name: 33rd ACM International Conference on Multimedia, MM 2025; Conference date: 27 October 2025 through 31 October 2025; Conference code: 214411",10.1145/3746027.3754468,game theory;human-llm collaboration;llm;multimodal agent;Behavioral research;Decision making;Decision theory;Emotion Recognition;Human computer interaction;Intelligent agents;Interactive computer systems;Multimedia systems;Dynamic game;Emotion recognition;Game-theoretic;Human-llm collaboration;Interactive multimedia;Llm;Multi-modal;Multi-modal agent;Multimodal frameworks;Strategic decision making;Game theory,,
rayyan-496397694,Red Teaming LLMs: A Stackelberg Game Approach to AI Safety,2025,,,"Proceedings of the 4th International Conference on Innovative Mechanisms for Industry Applications, ICIMIA 2025",,,,1147-1154,"Shivadekar, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021958489&doi=10.1109%2FICIMIA67127.2025.11200929&partnerID=40&md5=800773311bd381726ef9c791bc059ec1,English,,,,"Export Date: 08 April 2026; Conference name: 4th International Conference on Innovative Mechanisms for Industry Applications, ICIMIA 2025; Conference date: 3 September 2025 through 5 September 2025; Conference code: 214104",10.1109/ICIMIA67127.2025.11200929,Adversarial Robustness;AI Safety;Game Theory;GRTS;LLMs;Nash Equilibrium;NE;Red Teaming;Artificial intelligence;Computation theory;Nash equilibrium;Natural language processing systems;Query processing;Safety engineering;Search engines;Adversarial robustness;Artificial intelligence safety;Game-theoretic;Game-theoretic red teaming system;Intelligence models;LLM;Nash equilibria;Red teaming;Game theory,,
rayyan-496397695,Regularized forensic efficient net: a game theory based generalized approach for video deepfakes detection,2025,,,Multimedia Tools and Applications,,84,25,29621-29664,"Ain, Q.U. and Javed, A. and Malik, K.M. and Irtaza, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011747315&doi=10.1007%2Fs11042-024-20268-x&partnerID=40&md5=37590fbd357fa08b32ff3391a8b1363d,English,,,,Export Date: 08 April 2026,10.1007/s11042-024-20268-x,Deepfakes;Game theory;Nash equilibrium;Post-processing attacks;Regularized forensics efficient net;Zero-sum game;Computer crime;Computer forensics;Crime;Deep learning;Energy security;Footage counters;Forensic engineering;Network security;Normal distribution;Risk assessment;Solvent extraction;Steganography;AI algorithms;Cutting edges;Deepfake;Nash equilibria;Performance;Post-processing;Post-processing attack;Regularization technique;Regularized forensic efficient net;Zero-sum game;Nash equilibrium,,
rayyan-496397696,Exploring the Integration of Large Language Models and Monte Carlo Tree Search in Team Formation for Turn-Based Games: a case-study with the VGC AI Competition,2025,,,IEEE Transactions on Games,,,,,"Ferrero, Á. and Barambones, J. and Cano-Benito, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017313129&doi=10.1109%2FTG.2025.3613232&partnerID=40&md5=640546db997878a4895bbd98ec22b200,English,,,,Export Date: 08 April 2026,10.1109/TG.2025.3613232,Case study;Intelligent game agents;Large Language Models;Monte-Carlo Tree Search;Team Formation;Turn-based games;Artificial intelligence;Behavioral research;Computation theory;Decision trees;Forestry;Game theory;Intelligent agents;Natural language processing systems;Optimization;Case-studies;Decisions makings;Intelligent game agent;Language model;Large language model;Monte-carlo tree search;Strategy games;Team formation;Tree-search;Turn-based game;Heuristic algorithms;Monte Carlo methods,,
rayyan-496397697,BladeRunner-AD: Adversarial Co-evolution of Robust and Interpretable Driving Policies via LLM Agent Games,2025,,,"2025 IEEE International Conference on Mechatronic and Embedded Systems and Applications, MESA 2025",,,,122-127,"Guo, A. and Hou, J. and Wang, F.-Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031444402&doi=10.1109%2FMESA68091.2025.11278881&partnerID=40&md5=e1c97d3c4d0eb00de1a7a8b68793aac1,English,,,,"Export Date: 08 April 2026; Conference name: 21st IEEE International Conference on Mechatronic and Embedded Systems and Applications, MESA 2025; Conference date: 8 November 2025 through 10 November 2025; Conference code: 218014",10.1109/MESA68091.2025.11278881,Adversarial Learning;Autonomous Driving;Co-evolution;Decision Making;Interpretability;Large Language Models (LLM);Robustness;Autonomous agents;Autonomous vehicles;Computation theory;Computational methods;Decision trees;Game theory;Learning systems;Safety engineering;Simulation platform;Adversarial learning;Autonomous driving;Co-evolution;Decisions makings;Driving decision makings;Interpretability;Language model;Large language model;Model agents;Robustness;Robustness (control systems),,
rayyan-496397698,THE CONSENSUS GAME: LANGUAGE MODEL GENERATION VIA EQUILIBRIUM SEARCH,2024,,,"12th International Conference on Learning Representations, ICLR 2024",,,,,"Jacob, A.P. and Shen, Y. and Farina, G. and Andreas, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197685776&partnerID=40&md5=8e6ec103cea81f0803f540cde698388b,English,,,,"Export Date: 08 April 2026; Conference name: 12th International Conference on Learning Representations, ICLR 2024; Conference date: 7 May 2024 through 11 May 2024; Conference code: 200372",,Abstracting;Computational linguistics;Decoding;Game theory;Natural language processing systems;Coherent language model;Game-theoretic;Imperfect information;Language model;Model generation;Model prediction;Output distribution;Question Answering;Signaling game;Text generations;Benchmarking,,
rayyan-496397699,GameVLM: A Decision-making Framework for Robotic Task Planning Based on Visual Language Models and Zero-sum Games,2024,,,"2024 IEEE International Conference on Mechatronics and Automation, ICMA 2024",,,,1771-1776,"Mei, A. and Wang, J. and Zhu, G.-N. and Gan, Z.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203705831&doi=10.1109%2FICMA61710.2024.10633088&partnerID=40&md5=4308188fc81fed0c9de80e583dc12567,English,,,,"Export Date: 08 April 2026; Conference name: 21st IEEE International Conference on Mechatronics and Automation, ICMA 2024; Conference date: 4 August 2024 through 7 August 2024; Conference code: 201980",10.1109/ICMA61710.2024.10633088,Decision-making;Multi-agent;Task planning;Visual language models;Zero-sum game theory;Intelligent robots;Multi agent systems;Optimal systems;Robot programming;Visual languages;Decision agent;Decision-making frameworks;Decisions makings;Expert agents;Multi agent;Robotic tasks;Task planning;Visual language model;Zero-sum game;Zero-sum game theory;Semantics,,
rayyan-496397700,Strategic Learning Under Linguistic and Contextual Constraints: A Theoretical Framework for LLM-Based Multi-Agent Coordination,2025,,,IEEE Access,,13,,197053-197071,"Yoon, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020942126&doi=10.1109%2FACCESS.2025.3628927&partnerID=40&md5=937cf301530fdcf8c77bee93a0a675c0,English,,,,Export Date: 08 April 2026,10.1109/ACCESS.2025.3628927,Context-constrained games;game theory;large language models;linguistic uncertainty;multi-agent coordination;Nash equilibrium;natural language processing;strategic communication;Benchmarking;Computational linguistics;Computational methods;Coordination reactions;Information systems;Intelligent agents;Multi agent systems;Nash equilibrium;Natural language processing systems;Context-constrained game;Language model;Language processing;Large language model;Linguistic uncertainty;Multi-agent coordinations;Nash equilibria;Natural language processing;Natural languages;Strategic communication;Game theory,,
rayyan-496397701,Predicting Player Churn with LLMs: A Comprehensive Evaluation of World Knowledge and Reasoning,2025,,,"2025 IEEE 12th International Conference on Data Science and Advanced Analytics, DSAA 2025",,,,,"Schneider, T. and Sparrenberg, L. and Sifa, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029897437&doi=10.1109%2FDSAA65442.2025.11248010&partnerID=40&md5=5037a369d6689f5db5dfc07c113dd19e,English,,,,"Export Date: 08 April 2026; Conference name: 12th IEEE International Conference on Data Science and Advanced Analytics, DSAA 2025; Conference date: 9 October 2025 through 12 October 2025; Conference code: 217293",10.1109/DSAA65442.2025.11248010,Few-Shot Prompting;Foundation Models;In-Context Learning;Large Language Models;Player Churn Prediction;Video Game Analytics;Artificial intelligence;Benchmarking;Game theory;Interactive computer graphics;Knowledge management;Learning systems;Prediction models;Churn predictions;Context learning;Few-shot prompting;Foundation models;In contexts;In-context learning;Language model;Large language model;Player churn prediction;Video game analytic;Video-games;Forecasting,,
rayyan-496397702,Multi-turn Reinforcement Learning from Preference Human Feedback,2024,,,Advances in Neural Information Processing Systems,,37,,,"Shani, L. and Rosenberg, A. and Cassel, A. and Lang, O. and Calandriello, D. and Zipori, A. and Noga, H. and Keller, O. and Piot, B. and Szpektor, I. and Hassidim, A. and Matias, Y. and Munos, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000463745&partnerID=40&md5=04e3eba3064a16e5926f6b31832a0650,English,,,,"Export Date: 08 April 2026; Conference name: 38th Conference on Neural Information Processing Systems, NeurIPS 2024; Conference date: 9 December 2024 through 15 December 2024; Conference code: 207061",,"",,
rayyan-496397703,Eliciting Informative Text Evaluations with Large Language Models,2024,,,EC 2024 - Proceedings of the 25th Conference on Economics and Computation,,,,582-612,"Lu, Y. and Xu, S. and Zhang, Y. and Kong, Y. and Schoenebeck, G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196873402&doi=10.1145%2F3670865.3673532&partnerID=40&md5=13a987310dc7e969e28cf28123e9839c,English,,,,"Export Date: 08 April 2026; Conference name: 25th Conference on Economics and Computation, EC 2024; Conference date: 8 July 2024 through 11 July 2024; Conference code: 205544",10.1145/3670865.3673532,Information Elicitation;Large Language Models (LLMs);Peer Prediction;Nash equilibrium;'current;High quality;Information elicitation;Language model;Large language model;Peer prediction;Prediction mechanisms;Quality feedbacks;Simple++;Text evaluation;Prediction models,,
rayyan-496397704,PokéChamp: an Expert-level Minimax Language Agent,2025,,,Proceedings of Machine Learning Research,,267,,29205-29222,"Karten, S. and Nguyen, A.L. and Jin, C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023837338&partnerID=40&md5=f1269005598036e2e728d4c35d569eab,English,,,,"Export Date: 08 April 2026; Conference name: 42nd International Conference on Machine Learning, ICML 2025; Conference date: 13 July 2025 through 19 July 2025; Conference code: 340759",,Computational methods;Function evaluation;Game theory;Intelligent agents;Multi agent systems;Observability;Open systems;Competitive games;Function estimation;Gameplay;Human knowledge;Language model;Minimax;Opponent models;Player action;Tree-search;Value functions;Agents,,
rayyan-496397705,Multi-Agent Reinforcement Learning in Non-Cooperative Stochastic Games Using Large Language Models,2024,,,IEEE Control Systems Letters,,8,,2757-2762,"Meshkat Alsadat, S. and Xu, Z.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212757275&doi=10.1109%2FLCSYS.2024.3515879&partnerID=40&md5=87a34ceb3efd797a4bdf8c01e679d39d,English,,,,Export Date: 08 April 2026,10.1109/LCSYS.2024.3515879,large language models;Reinforcement learning;reward machines;stochastic games;Adversarial machine learning;Contrastive Learning;Finite automata;Markov processes;Multi agent systems;Reinforcement learning;Deterministic finite automata;Language model;Large language model;Markovian;Multi-agent reinforcement learning;Non-Markovian;Reinforcement learnings;Reward function;Reward machine;Stochastic game;Stochastic systems,,
rayyan-496397706,PokerBench: Training Large Language Models to Become Professional Poker Players,2025,,,Proceedings of the AAAI Conference on Artificial Intelligence,,39,24,26175-26182,"Zhuang, R. and Gupta, A. and Yang, R. and Rahane, A. and Li, Z. and Anumanchipalli, G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004000992&doi=10.1609%2Faaai.v39i24.34814&partnerID=40&md5=0b643a41dc491db20ba03a1a6dddd650,English,,,,"Export Date: 08 April 2026; Conference name: 39th Annual AAAI Conference on Artificial Intelligence, AAAI 2025; Conference date: 25 February 2025 through 4 March 2025; Conference code: 208400",10.1609/aaai.v39i24.34814,Game theory;Excel;Fine tuning;Human psychology;Incomplete information games;Language model;Model finding;Planning strategies;Series model;State of the art;Strategic game;Supervised learning,,
rayyan-496397707,SELF-PLAY PREFERENCE OPTIMIZATION FOR LANGUAGE MODEL ALIGNMENT,2025,,,"13th International Conference on Learning Representations, ICLR 2025",,,,17805-17829,"Wu, Y. and Sun, Z. and Yuan, H. and Ji, K. and Yang, Y. and Gu, Q.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010214527&partnerID=40&md5=81ff29c8dd165ade693bcc5e72aae6b0,English,,,,"Export Date: 08 April 2026; Conference name: 13th International Conference on Learning Representations, ICLR 2025; Conference date: 24 April 2025 through 28 April 2025; Conference code: 209472",,Computation theory;Game theory;Iterative methods;Machine learning;Nash equilibrium;Optimization;Bradley-Terry models;Feedback approach;Intransitivity;Language model;Nash equilibrium policy;Parametric models;Preference optimizations;Reinforcement learnings;Self-play;Two-player games;Alignment,,
rayyan-496397708,Cooperate or Collapse: Emergence of Sustainable Cooperation in a Society of LLM Agents,2024,,,Advances in Neural Information Processing Systems,,37,,,"Piatti, G. and Jin, Z. and Kleiman-Weiner, M. and Schölkopf, B. and Sachan, M. and Mihalcea, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000546795&partnerID=40&md5=690c01f2dfbe9087ace96c5f8886779b,English,,,,"Export Date: 08 April 2026; Conference name: 38th Conference on Neural Information Processing Systems, NeurIPS 2024; Conference date: 9 December 2024 through 15 December 2024; Conference code: 207061",,Decision making;Information systems;Multi agent systems;Simulation platform;Sustainable development;AI systems;Common resources;Cooperative decision making;Ethical considerations;Human lives;Language model;Model agents;Model-based OPC;Simulation platform;Strategic interactions;Agents,,
rayyan-496397709,Can LLMs Play Ô Ǎn Quan? A Study of Multi-Step Planning and Decision Making,2025,,,"2025 International Conference on Multimedia Analysis and Pattern Recognition, MAPR 2025 - Proceedings",,,,,"Nguyen, S.Q. and Van Nguyen, K. and Nguyen, V.-T. and Ngo, T.D. and Nguyen, N.L.-T. and Le, D.-D.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016108519&doi=10.1109%2FMAPR67746.2025.11133971&partnerID=40&md5=fc5aeb634d1fc6cee43332e31fce4441,English,,,,"Export Date: 08 April 2026; Conference name: 8th International Conference on Multimedia Analysis and Pattern Recognition, MAPR 2025; Conference date: 14 August 2025 through 15 August 2025; Conference code: 211763",10.1109/MAPR67746.2025.11133971,Decision-Making;Game-Theoretic AI;Large Language Models;NLP Applications;Strategic Planning;Artificial intelligence;Behavioral research;Computational methods;Decision making;Decision theory;Game theory;Board games;Decisions makings;Game-theoretic;Game-theoretic AI;Language model;Large language model;Multisteps;NLP application;Through the lens;Vietnamese;Strategic planning,,
rayyan-496397710,Measuring Bargaining Abilities of LLMs: A Benchmark and A Buyer-Enhancement Method,2024,,,Proceedings of the Annual Meeting of the Association for Computational Linguistics,,,,3579-3602,"Xia, T. and He, Z. and Ren, T. and Miao, Y. and Zhang, Z. and Yang, Y. and Wang, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191274493&doi=10.18653%2Fv1%2F2024.findings-acl.213&partnerID=40&md5=3253f8146adf60d710397ac8b392ccfc,English,,,,"Export Date: 08 April 2026; Conference name: Findings of the 62nd Annual Meeting of the Association for Computational Linguistics, ACL 2024; Conference date: 11 August 2024 through 16 August 2024; Conference code: 202475",10.18653/v1/2024.findings-acl.213,Benchmarking;Costs;Natural language processing systems;Sales;Agent performance;Buyers and sellers;Deterministics;Incomplete information games;Learn+;Model size;Natural languages;Performance;Product price;Computational linguistics,,
rayyan-496397711,EAI: Emotional Decision-Making of LLMs in Strategic Games and Ethical Dilemmas,2024,,,Advances in Neural Information Processing Systems,,37,,,"Mozikov, M. and Severin, N. and Bodishtianu, V. and Glushanina, M. and Nasonov, I. and Orekhov, D. and Pekhotin, V. and Makovetskiy, I. and Baklashkin, M. and Lavrentyev, V. and Tsvigun, A. and Turdakov, D. and Shavrina, T. and Savchenko, A. and Makarov, I.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000496640&partnerID=40&md5=ef028d9a34903334c3d53e151c15a47a,English,,,,"Export Date: 08 April 2026; Conference name: 38th Conference on Neural Information Processing Systems, NeurIPS 2024; Conference date: 9 December 2024 through 15 December 2024; Conference code: 207061",,Alignment;Behavioral research;Decision making;Ethical technology;Game theory;Decisions makings;Emotional decision making;Ethical dilemma;Human behaviors;Human decisions;In-depth analysis;Language model;Language processing;Natural languages;Strategic game;Natural language processing systems,,
rayyan-496397712,Enhancing Control of Large Language Model-based AI Systems Through Declarative Memory,2025,,,"21st International Wireless Communications and Mobile Computing Conference, IWCMC 2025",,,,1330-1335,"Omri, S. and Abdelkader, M. and Hamdi, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011361903&doi=10.1109%2FIWCMC65282.2025.11059638&partnerID=40&md5=309190a6dcb24b1f63c8b3715c795701,English,,,,"Export Date: 08 April 2026; Conference name: 21st IEEE International Wireless Communications and Mobile Computing Conference, IWCMC 2025; Conference date: 12 May 2024 through 16 May 2024; Conference code: 210182",10.1109/IWCMC65282.2025.11059638,AI;Alignment;Declarative Memory;LLM;Behavioral research;Computational linguistics;Decision making;Game theory;Memory architecture;Reinforcement learning;Semantics;AI systems;Declarative memory;Language model;Large language model;Memory modules;Model-based OPC;Performance;Problem-solving;Reasoning problems;Response generation;Alignment,,
rayyan-496397713,ANYPREFER: AN AGENTIC FRAMEWORK FOR PREFERENCE DATA SYNTHESIS,2025,,,"13th International Conference on Learning Representations, ICLR 2025",,,,93150-93173,"Zhou, Y. and Wang, Z. and Wang, T. and Xing, S. and Xia, P. and Li, B. and Zheng, K. and Zhang, Z. and Chen, Z. and Zheng, W. and Zhang, X. and Bansal, C. and Zhang, W. and Wei, Y. and Bansal, M. and Yao, H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010240545&partnerID=40&md5=b46a25b2c4258dfa397bd8a72a3075c3,English,,,,"Export Date: 08 April 2026; Conference name: 13th International Conference on Learning Representations, ICLR 2025; Conference date: 24 April 2025 through 28 April 2025; Conference code: 209472",,Data accuracy;Data consistency;Game theory;Markov processes;Data synthesis;Foundation models;High quality;Human values;Manual annotation;Markov games;Preference data;Preference learning;Synthesis process;Target model;Image enhancement,,
rayyan-496397714,Dynamic difficulty adjustment using a large language model: A case study in magic: The Gathering,2025,,,Entertainment Computing,,55,,,"Li, X. and Ye, Z. and Xia, Y. and Thawonmas, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012098381&doi=10.1016%2Fj.entcom.2025.100997&partnerID=40&md5=a056d8a5c228484441b1439ebb7442d6,English,,,,Export Date: 08 April 2026,10.1016/j.entcom.2025.100997,Difficulty arc;Dynamic difficulty adjustment;Large language model;Magic;The Gathering;Game theory;Adjustment mechanisms;Card games;Case-studies;Difficulty arc;Dynamic difficulty adjustment;Language model;Large language model;Magic;Real-world;The gathering;Digital differential analyzers,,
rayyan-496397716,Cooperation and Decision-Making of LLM Agents in Bayesian-Informed Infinitely Repeated Games,2025,,,"2025 59th Annual Conference on Information Sciences and Systems, CISS 2025",,,,,"Pan, D. and Chen, W. and Shi, J. and Wu, C. and Wang, D. and Hong, C.S. and Han, Z.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002713549&doi=10.1109%2FCISS64860.2025.10944679&partnerID=40&md5=04b31059a0fd920333ca3cdccb5f2f67,English,,,,"Export Date: 08 April 2026; Conference name: 59th Annual Conference on Information Sciences and Systems, CISS 2025; Conference date: 19 March 2025 through 21 March 2025; Conference code: 208075",10.1109/CISS64860.2025.10944679,bayesian inference;infinitely repeated games;large language model;Decision theory;Hierarchical systems;Inference engines;Markov processes;Nash equilibrium;Natural language processing systems;Bayesian;Bayesian inference;Decisions makings;Infinitely repeated game;Language model;Large language model;Model agents;Performance;Probabilistic information;Repeated games;Decision making,,
rayyan-496397717,LLM4Game: Multi-agent reinforcement learning with knowledge injection for dynamic defense resource allocation in cloud storage,2025,,,Computer Networks,,273,,,"Peng, Y. and Hu, H. and Li, F. and Jiang, Y. and Tang, J. and Liu, Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018306372&doi=10.1016%2Fj.comnet.2025.111748&partnerID=40&md5=fca1c94c80bcf1654dbf4f994db601e8,English,,,,Export Date: 08 April 2026,10.1016/j.comnet.2025.111748,Cloud storage attack-defense;Colonel Blotto game;Defense resource allocation;LLM-based knowledge injection;Multi-agent RL;Behavioral research;Cloud storage;Computational methods;Decision making;Decision theory;Game theory;Inference engines;Intelligent agents;Investments;Knowledge management;Network security;Optimization;Resource allocation;Cloud storage attack-defense;Cloud storages;Colonel blotto game;Defense resource allocations;Language model;Large language model-based knowledge injection;Model-based OPC;Multi-agent reinforcement learning;Reinforcement learnings;Trial and error;Multi agent systems,,
rayyan-496397718,How Personality Traits Influence Negotiation Outcomes? A Simulation based on Large Language Models,2024,,,"EMNLP 2024 - 2024 Conference on Empirical Methods in Natural Language Processing, Findings of EMNLP 2024",,,,10336-10351,"Huang, Y.J. and Hadfi, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217621356&doi=10.18653%2Fv1%2F2024.findings-emnlp.605&partnerID=40&md5=7c67d13b99d048c1ae60dc54b86c3b22,English,,,,"Export Date: 08 April 2026; Conference name: 2024 Findings of the Association for Computational Linguistics, EMNLP 2024; Conference date: 12 November 2024 through 16 November 2024; Conference code: 205885",10.18653/v1/2024.findings-emnlp.605,Computer simulation languages;Decision making;Digital elevation model;Behavioral patterns;Customizable;Decisions makings;Language model;Model agents;Model-based simulations;Negotiation outcomes;Personality traits;Simulation framework;Synthesised;Computational linguistics,,
rayyan-496397719,From Natural Language to Extensive-Form Game Representations,2025,,,"Proceedings of the International Joint Conference on Autonomous Agents and Multiagent Systems, AAMAS",,,,593-601,"Deng, S. and Wang, Y. and Savani, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009791190&partnerID=40&md5=0148081aa959ca796d9f01d6c4e11a1e,English,,,,"Export Date: 08 April 2026; Conference name: 24th International Conference on Autonomous Agents and Multiagent Systems, AAMAS 2025; Conference date: 19 May 2025 through 23 May 2025; Conference code: 209812",,Code Generation;Extensive-Form Games;Gambit;Game Translation;Large Language Models;Autonomous agents;Computational linguistics;Computer games;Forestry;Game theory;High level languages;Natural language processing systems;Program debugging;Python;Translation (languages);Trees (mathematics);Codegeneration;Context learning;Extensive-form games;Gambit;Game translation;Imperfect information;In contexts;Language model;Large language model;Natural languages;Multi agent systems,,
rayyan-496397720,MAGNETIC PREFERENCE OPTIMIZATION: ACHIEVING LAST-ITERATE CONVERGENCE FOR LANGUAGE MODEL ALIGNMENT,2025,,,"13th International Conference on Learning Representations, ICLR 2025",,,,67580-67611,"Wang, M. and Ma, C. and Chen, Q. and Meng, L. and Han, Y. and Xiao, J. and Zhang, Z. and Huo, J. and Su, W.J. and Yang, Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010267588&partnerID=40&md5=6de2d16c4687887a0ad19683a0ca7f96,English,,,,"Export Date: 08 April 2026; Conference name: 13th International Conference on Learning Representations, ICLR 2025; Conference date: 24 April 2025 through 28 April 2025; Conference code: 209472",,Game theory;Learning systems;Nash equilibrium;Optimization;Bradley-Terry models;Constant-sum game;Language model;Model assumptions;Modeling performance;Nash equilibria;Preference optimizations;Preference-based;Reinforcement learnings;Self-play;Alignment,,
